1.522875	-8.959227	8.312861	-14.952938
7.093658	2.909702	-5.049938	58.279625
-2.243309	1.109740	0.471153	5.671020
4.464706	2.299529	3.909885	18.323245
-9.058844	-7.663161	0.193500	74.205991
7.359203	2.701586	-2.994744	59.854200
6.657323	5.189630	4.394456	45.115120
-8.623723	-9.814238	-3.232807	67.787173
6.509902	4.309689	2.687190	44.001321
0.913180	-8.181468	-7.517662	0.170091
-7.390641	-4.559836	9.247203	40.814534
-2.885410	-1.054582	6.162550	1.108458
-1.527399	8.998759	6.981974	4.349732
-9.957250	5.297345	-7.602054	112.046220
8.631170	-0.772571	-4.917433	78.641952
-0.241665	-5.766592	-8.484986	2.776796
8.338872	6.613991	-8.513376	84.664149
-5.045445	-7.398877	-6.664256	24.721897
-1.409797	-3.872240	4.938901	-6.823614
1.578445	8.927143	-7.669207	19.087839
-5.974117	4.559271	0.683024	39.566318
1.586917	9.636994	-9.505119	21.660419
7.327451	8.565733	1.000788	61.256489
0.301458	2.625643	3.499228	-0.782708
-9.801986	9.577654	2.848675	102.807913
-1.365408	6.821902	7.262407	1.423835
5.236850	-5.498038	-6.246974	28.173537
9.560931	3.462722	9.033201	85.840926
1.668793	9.536358	8.031787	4.289443
-4.643247	-8.597479	1.590360	11.371903
-9.559956	1.936674	-6.860188	100.189629
-8.129540	0.994242	-0.919575	68.003239
-8.757252	-2.053126	-7.578709	82.215040
-1.593127	-8.093237	9.146458	-14.701643
5.531622	7.335504	4.827757	33.106593
6.760701	-7.659907	-5.417414	43.464589
4.987606	-1.473969	-7.119946	30.522196
-4.423679	9.041981	-7.525957	36.136877
-1.002099	-8.827913	6.669205	-14.492915
-4.822332	-3.974957	-7.851965	27.131895
7.290226	-1.684531	3.239705	48.223157
0.212248	4.548801	-8.993299	13.587149
7.931570	-8.359161	-2.102783	56.653424
1.055046	9.905176	-3.871286	14.889585
-1.049762	9.343613	-8.353441	18.799054
2.182033	7.847164	5.198675	7.409755
9.483819	-7.579053	9.371438	72.992335
2.982185	8.919088	-2.979965	20.792481
2.868567	-0.909791	1.896202	5.422681
-6.428298	-9.740217	-4.203141	35.785936
-8.055397	-5.705269	-6.671645	65.855796
-9.203122	-4.032808	-7.553653	88.218309
-7.810187	5.632839	-4.979457	71.611320
-6.139547	1.082090	-0.957351	39.733474
-4.090715	9.526846	-4.322303	30.583101
-2.649509	-2.925786	-0.069856	4.163969
-3.657553	6.363343	-8.662406	28.403441
6.155411	-7.033283	2.140277	28.715529
-6.110257	1.890782	-2.994221	42.220241
-0.858541	4.547577	1.613688	3.670981
-1.431444	4.496690	3.251315	3.294406
-4.939612	-7.651229	-4.901041	21.649576
3.253658	-5.991702	-9.566987	14.161578
5.780887	-9.236813	-3.644663	27.826503
-6.049907	-1.588651	4.942641	30.070086
-0.060175	-8.504060	6.942787	-15.443227
-3.237536	-3.192424	6.868994	0.420218
-7.876251	-6.753829	9.435475	45.846032
-3.686144	7.595175	7.457762	13.725071
4.731954	-0.186388	-8.724329	30.929329
2.635814	-1.054189	-7.269238	13.162567
-0.641942	-1.640778	0.329816	-1.558504
-3.260931	-4.128579	7.635420	-1.130330
-0.169689	5.732373	-3.319983	9.081151
-0.343859	3.365071	-8.304089	11.787399
-6.399259	8.220293	4.974914	44.195898
1.936124	-9.241229	7.991892	-13.484544
5.974872	3.052500	-3.516309	42.267899
1.423527	8.191213	-9.445131	19.662773
-1.892093	7.373338	-1.479127	12.432483
-5.005090	3.727192	6.360683	22.417430
1.613795	-3.379499	4.004819	-4.779985
6.545498	-1.816255	2.314017	38.713272
0.285167	5.321025	7.168822	-1.766477
-7.796257	6.234109	-7.904111	74.919845
-8.490141	7.128221	3.556074	75.654645
-2.552994	1.820701	7.114947	1.223533
-6.010961	-6.612866	-9.812876	39.331657
-0.644235	5.673600	-1.148858	7.237498
1.716141	-8.761259	8.596146	-14.412266
0.283872	8.606055	9.830717	-1.144079
0.232107	-1.398339	-8.196037	6.851571
-1.567612	7.410438	4.861359	5.006486
-3.136244	2.926901	-3.368196	16.131127
-9.254809	-6.638169	-2.346554	81.359874
-1.415098	6.384816	-8.900431	17.287748
9.984149	-0.255247	-7.505244	106.933229
-0.547214	5.016317	0.018888	5.296872
-5.505821	-1.614023	7.160400	21.539642
8.342439	9.113149	4.286611	74.422833
-5.755038	-8.458422	-7.257122	31.919164
2.130461	-0.637959	9.065481	-5.164577
8.855017	7.258275	-6.630487	92.300089
5.281360	8.081457	3.096176	32.878045
-0.651900	-9.442887	8.133073	-17.150986
2.716216	-2.144385	9.983678	-4.750232
-9.012663	-4.076599	4.856421	72.295073
6.153705	-5.743985	-7.154589	39.278694
8.172181	-0.167891	7.748129	58.868518
-5.515546	-8.291028	2.235662	19.894560
5.315016	-9.315635	0.979146	17.954609
